RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_001/EQP_232_EX1,994.0,7.440643863179075,1.4854100745432042,0.0,False,1.2703619462337344e-63,False,5.744351309259898e-17,WOW
STEP_001/EQP_232_EX2,990.0,7.627272727272727,1.3526230504640786,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_233_EX1,870.0,7.529885057471264,1.827019741962577,0.0,False,1.2703619462337344e-63,False,1.390811987976163e-07,DUMMY
STEP_001/EQP_233_EX2,872.0,7.444954128440367,2.081396962599552,0.0,False,1.2703619462337344e-63,False,3.429063340131144e-10,WOW
STEP_001/EQP_234_EX1,763.0,7.62778505897772,1.3947271140866946,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_234_EX2,767.0,7.625814863102999,1.1981321765213868,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_235_EX1,509.0,7.915520628683693,1.3452800158078224,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_235_EX2,505.0,7.938613861386139,1.2918371851370107,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_236_EX1,986.0,8.170385395537526,1.5639904882250946,0.0,False,1.2703619462337344e-63,False,1.171058281391025e-25,BOB
STEP_001/EQP_236_EX2,995.0,8.020100502512562,1.67704288165545,0.0,False,1.2703619462337344e-63,False,5.956534383403165e-11,BOB
STEP_001/EQP_237_EX1,1197.0,7.860484544695071,1.2649444179112173,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_237_EX2,1189.0,7.784693019343987,1.8831347470504798,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_240_EX1,804.0,7.879353233830845,1.6037383412204007,0.0,False,1.2703619462337344e-63,False,1.0,DUMMY
STEP_001/EQP_240_EX2,801.0,7.952559300873908,1.8588293538653613,0.0,False,1.2703619462337344e-63,False,4.54923527444892e-07,DUMMY
STEP_002/EQP_128_2,348.0,7.660919540229885,1.4464390396849989,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_128_3,13.0,7.538461538461538,0.6602252917735248,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_128_4,326.0,7.576687116564417,1.8158132927452728,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_133_2,342.0,7.824561403508772,1.1117523145145793,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_133_3,394.0,7.850253807106599,1.1658466488781793,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_133_4,405.0,7.807407407407408,1.2397877670677102,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_134_2,775.0,7.534193548387097,1.9070262681192474,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_134_3,796.0,7.60929648241206,1.9878534315805918,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_134_4,627.0,7.807017543859649,1.426388188141644,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_136_2,1318.0,7.9165402124430955,1.759844729675174,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_136_3,138.0,8.53623188405797,1.4607238496086115,0.0,False,5.563084703851166e-21,False,1.8880975919517643e-10,BOB
STEP_002/EQP_136_4,338.0,8.002958579881657,2.3600263046238865,0.0,False,5.563084703851166e-21,False,1.3798489060208496e-06,DUMMY
STEP_002/EQP_137_2,833.0,7.668667466986795,2.1078357192478188,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_137_3,1008.0,7.938492063492063,1.5060904187631237,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_137_4,703.0,7.731152204836415,1.2438955024278489,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_140_2,369.0,7.7560975609756095,1.7163288524016682,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_140_3,338.0,7.736686390532545,1.2700207815741666,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_140_4,380.0,7.771052631578947,1.1475355938597787,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_143_2,280.0,7.689285714285714,1.123180100494325,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_143_3,685.0,7.754744525547445,1.4021688923828113,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_143_4,574.0,7.714285714285714,1.2582314363996208,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_145_2,399.0,7.829573934837093,1.4651830519772304,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_145_3,292.0,7.773972602739726,1.7596881477277968,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_145_4,425.0,7.649411764705882,1.1923125944879023,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_174_2,46.0,7.826086956521739,3.013335898421379,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_174_3,35.0,7.628571428571429,0.87735277919413,0.0,False,5.563084703851166e-21,False,1.0,DUMMY
STEP_002/EQP_174_4,55.0,7.454545454545454,0.9966273091110804,0.0,False,5.563084703851166e-21,False,0.0060269100159034,DUMMY
STEP_003/EQP_128_2,876.0,7.756849315068493,1.531836956676372,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_128_3,491.0,7.60285132382892,1.3074012298485376,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_128_4,903.0,7.682170542635659,1.332596179801581,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_133_2,24.0,7.625,0.8242255917447338,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_133_3,659.0,7.675265553869499,1.1462286704389664,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_133_4,668.0,7.782934131736527,1.2555874814965504,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_134_2,307.0,7.530944625407166,2.253868153594256,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_134_3,379.0,7.757255936675461,1.321042103248769,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_134_4,372.0,7.653225806451613,1.317788444907487,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_136_2,137.0,7.642335766423358,1.0199280992346547,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_136_3,118.0,7.915254237288136,1.1290739809547787,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_136_4,122.0,7.975409836065574,1.1603869029468368,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_137_2,464.0,7.543103448275862,1.7383601983881631,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_137_3,783.0,7.7011494252873565,1.1319974003822506,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_137_4,172.0,8.401162790697674,1.3536171326358377,0.0,False,6.14017603961825e-41,False,1.5592941652763248e-09,BOB
STEP_003/EQP_140_2,386.0,7.577720207253886,1.382796332847344,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_140_3,479.0,8.060542797494781,1.6333631006490996,0.0,False,6.14017603961825e-41,False,3.046191524201552e-07,DUMMY
STEP_003/EQP_140_4,601.0,7.976705490848586,1.416376760653677,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_143_2,897.0,8.068004459308806,1.6156502063459792,0.0,False,6.14017603961825e-41,False,3.317695600797595e-15,BOB
STEP_003/EQP_143_3,738.0,7.730352303523035,1.363081804577999,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_143_4,642.0,7.517133956386293,1.728133513107705,0.0,False,6.14017603961825e-41,False,4.20839046763097e-07,DUMMY
STEP_003/EQP_145_2,922.0,7.911062906724512,2.3867866354951586,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_145_3,466.0,7.686695278969957,2.085411442207385,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_003/EQP_145_4,636.0,7.776729559748428,2.112689668132426,0.0,False,6.14017603961825e-41,False,1.0,DUMMY
STEP_004/EQP_295_A,69.0,7.3768115942028984,1.295937649137424,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_295_B,70.0,7.557142857142857,2.387380556451998,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_295_C,73.0,7.671232876712328,0.9436158958517542,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_296_A,96.0,7.895833333333333,1.7012637201839207,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_296_B,96.0,7.979166666666667,1.2050697002481399,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_296_C,93.0,7.473118279569892,3.6700651512090006,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_297_A,117.0,8.196581196581196,1.334161988299282,0.0,False,1.2413397223637288e-20,False,0.00026237125139622405,DUMMY
STEP_004/EQP_297_B,112.0,7.928571428571429,1.738355263425466,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_297_C,121.0,7.735537190082645,1.7831086854205034,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_298_A,315.0,7.771428571428571,1.2202417755923696,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_298_B,344.0,7.790697674418604,1.3923261495007186,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_298_C,352.0,7.78125,1.3420189854338718,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_299_A,455.0,7.608791208791208,1.5224927646543174,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_299_B,462.0,7.742424242424242,1.1600251370308106,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_299_C,481.0,7.746361746361746,1.144785399336318,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_300_A,116.0,7.456896551724138,1.42274835918135,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_300_B,151.0,6.953642384105961,3.1714092521451103,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_300_C,122.0,6.852459016393443,4.119440167267258,0.0,False,1.2413397223637288e-20,False,3.6058754979677347e-06,DUMMY
STEP_004/EQP_301_A,396.0,7.83080808080808,1.507503713633264,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_301_B,392.0,7.892857142857143,1.3826657968874296,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_301_C,368.0,7.872282608695652,1.1937590693079694,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_302_A,444.0,7.828828828828829,1.5563102389302335,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_302_B,451.0,7.902439024390244,1.4155543217907178,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_302_C,442.0,7.855203619909502,2.000415507674062,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_303_A,167.0,7.970059880239521,1.2194465943175856,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_303_B,154.0,8.025974025974026,1.3379725758400383,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_303_C,170.0,7.535294117647059,2.7351408510555943,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_304_A,744.0,7.717741935483871,1.4567454860427096,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_304_B,752.0,7.648936170212766,1.4891168210405614,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_304_C,179.0,8.35754189944134,1.2963156919649517,0.0,False,1.2413397223637288e-20,False,2.5112354998842864e-08,BOB
STEP_004/EQP_305_A,522.0,7.940613026819923,1.354000969496032,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_305_B,521.0,7.928982725527831,1.3332813489546194,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_305_C,497.0,7.639839034205232,2.2308916139948654,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_306_A,125.0,7.824,1.3623035519816922,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_306_B,27.0,7.851851851851852,1.099080164490838,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_306_C,127.0,7.68503937007874,1.051837299579599,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_307_A,192.0,7.859375,2.5512579024506237,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_307_B,187.0,7.877005347593583,1.5557232577839675,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_307_C,183.0,7.85792349726776,1.3430856938141966,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_309_B,434.0,7.679723502304148,1.1047677138943985,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_310_A,346.0,7.687861271676301,1.2114059592432145,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_310_B,364.0,7.788461538461538,1.2249827552185173,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_004/EQP_310_C,413.0,7.72639225181598,1.3257003319140064,0.0,False,1.2413397223637288e-20,False,1.0,DUMMY
STEP_005/EQP_115_2,915.0,7.740983606557377,1.2268036401573779,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_115_3,1340.0,7.778358208955224,1.6710808235360481,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_115_4,1046.0,7.674952198852773,1.2379500525631453,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_117_2,989.0,7.5460060667340745,1.7457747499880834,0.0,False,3.0178524369929556e-21,False,8.894538699921276e-07,DUMMY
STEP_005/EQP_117_3,969.0,7.663570691434469,1.201894185727502,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_117_4,978.0,7.692229038854806,1.3597372182360816,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_118_2,900.0,7.7555555555555555,2.4927530608288593,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_118_3,979.0,7.843718079673136,1.5740381118954454,0.0,False,3.0178524369929556e-21,False,0.02932397345007778,DUMMY
STEP_005/EQP_118_4,794.0,8.113350125944585,1.5264785645073324,0.0,False,3.0178524369929556e-21,False,1.2481651091072883e-16,BOB
STEP_005/EQP_119_2,1455.0,7.841924398625429,1.4155849500521684,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_119_3,993.0,7.794561933534744,1.5868952475366234,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_005/EQP_119_4,884.0,7.8122171945701355,1.9578884939678254,0.0,False,3.0178524369929556e-21,False,1.0,DUMMY
STEP_006/EQP_155_2,284.0,7.757042253521127,1.2500684299191043,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_155_3,134.0,7.126865671641791,2.59096649830793,0.0,False,4.848702122848358e-43,False,9.889103780750705e-08,WOW
STEP_006/EQP_155_4,83.0,9.120481927710843,1.2237247255562427,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_159_2,1489.0,7.751511081262592,1.7551879896687406,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_159_3,1330.0,7.80827067669173,1.2576654422390114,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_159_4,1416.0,7.718926553672317,1.3212406548770954,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_166_2,687.0,7.931586608442504,1.6807018918494931,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_166_3,737.0,7.998643147896879,1.736359354691551,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_166_4,1.0,10.0,,0.0,False,4.848702122848358e-43,False,0.05794691790998475,DUMMY
STEP_006/EQP_169_2,12.0,8.666666666666666,1.0730867399773196,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_169_3,12.0,9.916666666666666,0.9962049198956217,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_173_2,1132.0,7.639575971731449,1.8015974335365772,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_173_3,1093.0,7.583714547118023,1.9545171965361618,0.0,False,4.848702122848358e-43,False,4.5019152322689324e-05,DUMMY
STEP_006/EQP_173_4,689.0,7.934687953555878,1.4746210381872875,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_175_2,523.0,7.869980879541109,1.2542332149517148,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_175_3,514.0,7.599221789883268,1.6398067736190522,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_175_4,461.0,7.648590021691974,1.3586050898800743,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_179_2,575.0,7.881739130434783,1.4932824383013796,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_179_3,611.0,7.669394435351882,1.6640941394108213,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_006/EQP_179_4,459.0,7.808278867102397,1.593606590640069,0.0,False,4.848702122848358e-43,False,1.0,DUMMY
STEP_007/EQP_120_2,1220.0,7.666393442622951,1.506676998989592,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_120_3,1227.0,7.680521597392013,1.3573449716583441,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_120_4,917.0,7.8113413304253,1.9153374433797898,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_132_2,664.0,7.844879518072289,1.3233160222194886,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_132_3,570.0,7.91578947368421,1.4473525280616835,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_132_4,872.0,7.737385321100917,1.6699069590986373,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_157_2,548.0,7.726277372262774,1.8064183789622716,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_157_3,479.0,7.860125260960334,1.1495209048280501,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_157_4,52.0,9.0,1.1547005383792515,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_161_2,1387.0,7.853640951694304,1.7799770401574546,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_161_3,1578.0,7.742712294043092,2.116388506771047,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_161_4,1490.0,7.8167785234899325,1.3443363116471743,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_168_2,15.0,8.6,1.2421180068162374,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_168_3,17.0,8.941176470588236,1.1440382552221602,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_168_4,14.0,9.0,1.2403473458920844,0.0,False,5.2168408377084466e-23,False,0.00029042524702706674,DUMMY
STEP_007/EQP_172_2,386.0,7.5932642487046635,1.1723463951627062,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_007/EQP_172_3,377.0,7.56763925729443,1.1445118802295942,0.0,False,5.2168408377084466e-23,False,8.316031539390111e-05,DUMMY
STEP_007/EQP_172_4,429.0,7.643356643356643,1.2422033168737951,0.0,False,5.2168408377084466e-23,False,1.0,DUMMY
STEP_008/EQP_023_NULL,1668.0,7.888489208633094,1.9531493637702206,0.0,False,1.2565105893322055e-15,False,1.0,DUMMY
STEP_008/EQP_024_NULL,1765.0,7.727478753541076,1.152714749091881,0.0,False,1.2565105893322055e-15,False,1.0,DUMMY
STEP_008/EQP_025_NULL,1711.0,7.959672706019871,1.3585805752202214,0.0,False,1.2565105893322055e-15,False,8.597427276297657e-07,DUMMY
STEP_008/EQP_026_NULL,1998.0,7.7257257257257255,1.3592719666305784,0.0,False,1.2565105893322055e-15,False,1.0,DUMMY
STEP_008/EQP_027_NULL,2546.0,7.717596229379419,1.995471463356532,0.0,False,1.2565105893322055e-15,False,1.0,DUMMY
STEP_008/EQP_028_NULL,2489.0,7.6729610285255125,1.5414673185181056,0.0,False,1.2565105893322055e-15,False,2.9755309068102254e-06,DUMMY
STEP_008/EQP_029_NULL,65.0,7.753846153846154,0.9190818997573276,0.0,False,1.2565105893322055e-15,False,1.0,DUMMY
STEP_009/EQP_266_A,72.0,9.0,1.768264845372515,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_266_B,64.0,9.015625,1.2407395068303109,0.0,False,3.5653622139712266e-27,False,1.989980367826297e-13,BOB
STEP_009/EQP_270_A,673.0,7.490341753343239,2.2019293560382978,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_270_B,786.0,7.690839694656488,1.8986666611580425,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_270_C,71.0,7.436619718309859,1.1678110704121034,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_270_D,543.0,7.758747697974218,1.8006743040154065,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_270_E,806.0,7.73697270471464,1.6830312100232787,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_270_F,848.0,7.71933962264151,1.5371061105297708,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_271_A,237.0,7.734177215189874,1.4412993851432279,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_271_B,211.0,8.04739336492891,1.1286866922618959,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_271_C,3.0,7.666666666666667,0.5773502691896257,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_271_D,2.0,7.0,0.0,0.0,False,3.5653622139712266e-27,False,0.12288560504951057,DUMMY
STEP_009/EQP_271_E,2.0,9.0,0.0,0.0,False,3.5653622139712266e-27,False,0.05645447342927341,DUMMY
STEP_009/EQP_272_A,364.0,7.648351648351649,1.2585673465531941,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_272_B,329.0,7.7477203647416415,1.0988641450928307,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_272_C,346.0,7.780346820809249,1.2502827023871101,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_272_D,321.0,7.669781931464175,1.4020040173970647,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_272_E,377.0,7.750663129973475,1.3194155038709645,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_272_F,9.0,7.555555555555555,1.1303883305208782,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_A,270.0,7.818518518518519,2.5154595664631176,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_B,425.0,7.778823529411765,1.4914927084786778,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_C,448.0,7.839285714285714,1.8050566379709978,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_D,442.0,7.895927601809955,1.3051551976622198,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_E,269.0,7.910780669144981,2.3146666824768114,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_273_F,419.0,7.594272076372315,1.2267222567375813,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_A,363.0,7.807162534435261,1.3750955540986403,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_B,364.0,7.9010989010989015,1.2818284551915429,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_C,347.0,7.9077809798270895,1.1766625077284636,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_D,323.0,7.823529411764706,1.3796898297465905,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_E,391.0,7.900255754475704,1.2456179337927145,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_274_F,371.0,7.9110512129380055,1.6862437786850204,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_275_A,389.0,7.5629820051413885,2.107734248439894,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_275_B,444.0,7.801801801801802,1.3888938373951798,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_275_E,456.0,7.6951754385964914,1.446959210954007,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_009/EQP_275_F,457.0,7.783369803063457,1.3291218662388389,0.0,False,3.5653622139712266e-27,False,1.0,DUMMY
STEP_010/EQP_295_A,143.0,7.5874125874125875,0.9444326960166242,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_295_B,127.0,7.322834645669292,2.991739658915305,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_295_C,133.0,7.842105263157895,1.0360334122314645,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_296_A,138.0,8.195652173913043,1.2721537324591852,0.0,False,8.938448461826645e-31,False,0.0005725421775293961,DUMMY
STEP_010/EQP_296_B,143.0,8.006993006993007,1.2418551745669224,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_296_C,121.0,8.115702479338843,1.1415638589571484,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_297_A,174.0,7.844827586206897,1.1749070676017304,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_297_B,189.0,7.888888888888889,1.5721422345556904,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_297_C,173.0,7.6473988439306355,2.410600776077733,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_298_A,204.0,8.137254901960784,1.3282768991862401,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_298_B,213.0,7.995305164319249,1.2570467508386307,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_298_C,198.0,8.02020202020202,1.2623384792273546,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
STEP_010/EQP_299_A,103.0,7.398058252427185,1.9869170415260726,0.0,False,8.938448461826645e-31,False,1.0,DUMMY
